"REF_DATE","GEO","DGUID","Age group","Sex","High blood pressure","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994","Canada","","12-19 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889105","1.2.3.1.3","1690634","","","","0"
"1994","Canada","","12-19 years","Females","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4009503","1.2.3.1.4","2.6","","","","1"
"1994","Canada","","12-19 years","Females","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4009504","1.2.3.1.5","100.0","","","","1"
"1994","Canada","","12-19 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4009505","1.2.3.1.6","100.0","","","","1"
"1994","Canada","","12-19 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4009506","1.2.3.1.7","100.0","","","","1"
"1994","Canada","","12-19 years","Females","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4009507","1.2.3.1.8","0.0","","","","1"
"1994","Canada","","12-19 years","Females","With high blood pressure","Number of persons","Persons","249","units ","0","v1889106","1.2.3.2.1","","F","","","0"
"1994","Canada","","12-19 years","Females","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889107","1.2.3.2.2","","F","","","0"
"1994","Canada","","12-19 years","Females","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889108","1.2.3.2.3","","F","","","0"
"1994","Canada","","12-19 years","Females","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4009511","1.2.3.2.4","","F","","","1"
"1994","Canada","","12-19 years","Females","With high blood pressure","Percent","Percent","239","units ","0","v4009512","1.2.3.2.5","","F","","","1"
"1994","Canada","","12-19 years","Females","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4009513","1.2.3.2.6","","F","","","1"
"1994","Canada","","12-19 years","Females","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4009514","1.2.3.2.7","","F","","","1"
"1994","Canada","","12-19 years","Females","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4009515","1.2.3.2.8","","F","","","1"
"1994","Canada","","12-19 years","Females","Without high blood pressure","Number of persons","Persons","249","units ","0","v1889109","1.2.3.3.1","1606068","","","","0"
"1994","Canada","","12-19 years","Females","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889110","1.2.3.3.2","1524806","","","","0"
"1994","Canada","","12-19 years","Females","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889111","1.2.3.3.3","1687330","","","","0"
"1994","Canada","","12-19 years","Females","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4009519","1.2.3.3.4","2.6","","","","1"
"1994","Canada","","12-19 years","Females","Without high blood pressure","Percent","Percent","239","units ","0","v4009520","1.2.3.3.5","99.8","","","","1"
"1994","Canada","","12-19 years","Females","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4009521","1.2.3.3.6","99.5","","","","1"
"1994","Canada","","12-19 years","Females","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4009522","1.2.3.3.7","100.1","","","","1"
"1994","Canada","","12-19 years","Females","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4009523","1.2.3.3.8","0.1","","","","1"
"1994","Canada","","12-19 years","Females","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1889112","1.2.3.4.1","","F","","","0"
"1994","Canada","","12-19 years","Females","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889113","1.2.3.4.2","","F","","","0"
"1994","Canada","","12-19 years","Females","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889114","1.2.3.4.3","","F","","","0"
"1994","Canada","","12-19 years","Females","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4009527","1.2.3.4.4","","F","","","1"
"1994","Canada","","12-19 years","Females","High blood pressure, not stated","Percent","Percent","239","units ","0","v4009528","1.2.3.4.5","","F","","","1"
"1994","Canada","","12-19 years","Females","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4009529","1.2.3.4.6","","F","","","1"
"1994","Canada","","12-19 years","Females","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4009530","1.2.3.4.7","","F","","","1"
"1994","Canada","","12-19 years","Females","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4009531","1.2.3.4.8","","F","","","1"
"1994","Canada","","12-14 years","Both sexes","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1889115","1.3.1.1.1","1326127","","","","0"
"1994","Canada","","12-14 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889116","1.3.1.1.2","1200669","","","","0"
"1994","Canada","","12-14 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889117","1.3.1.1.3","1451585","","","","0"
"1994","Canada","","12-14 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4009535","1.3.1.1.4","4.8","","","","1"
"1994","Canada","","12-14 years","Both sexes","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4009536","1.3.1.1.5","100.0","","","","1"
"1994","Canada","","12-14 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4009537","1.3.1.1.6","100.0","","","","1"
"1994","Canada","","12-14 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4009538","1.3.1.1.7","100.0","","","","1"
"1994","Canada","","12-14 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4009539","1.3.1.1.8","0.0","","","","1"
"1994","Canada","","12-14 years","Both sexes","With high blood pressure","Number of persons","Persons","249","units ","0","v1889118","1.3.1.2.1","","F","","","0"
"1994","Canada","","12-14 years","Both sexes","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889119","1.3.1.2.2","","F","","","0"
"1994","Canada","","12-14 years","Both sexes","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889120","1.3.1.2.3","","F","","","0"
"1994","Canada","","12-14 years","Both sexes","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4009543","1.3.1.2.4","","F","","","1"
"1994","Canada","","12-14 years","Both sexes","With high blood pressure","Percent","Percent","239","units ","0","v4009544","1.3.1.2.5","","F","","","1"
"1994","Canada","","12-14 years","Both sexes","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4009545","1.3.1.2.6","","F","","","1"
"1994","Canada","","12-14 years","Both sexes","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4009546","1.3.1.2.7","","F","","","1"
"1994","Canada","","12-14 years","Both sexes","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4009547","1.3.1.2.8","","F","","","1"
"1994","Canada","","12-14 years","Both sexes","Without high blood pressure","Number of persons","Persons","249","units ","0","v1889121","1.3.1.3.1","1325987","","","","0"
"1994","Canada","","12-14 years","Both sexes","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889122","1.3.1.3.2","1200527","","","","0"
"1994","Canada","","12-14 years","Both sexes","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889123","1.3.1.3.3","1451447","","","","0"
"1994","Canada","","12-14 years","Both sexes","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4009551","1.3.1.3.4","4.8","","","","1"
"1994","Canada","","12-14 years","Both sexes","Without high blood pressure","Percent","Percent","239","units ","0","v4009552","1.3.1.3.5","100.0","","","","1"
"1994","Canada","","12-14 years","Both sexes","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4009553","1.3.1.3.6","100.0","","","","1"
"1994","Canada","","12-14 years","Both sexes","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4009554","1.3.1.3.7","100.0","","","","1"
"1994","Canada","","12-14 years","Both sexes","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4009555","1.3.1.3.8","0.0","","","","1"
"1994","Canada","","12-14 years","Both sexes","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1889124","1.3.1.4.1","","F","","","0"
"1994","Canada","","12-14 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889125","1.3.1.4.2","","F","","","0"
"1994","Canada","","12-14 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889126","1.3.1.4.3","","F","","","0"
"1994","Canada","","12-14 years","Both sexes","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4009559","1.3.1.4.4","","F","","","1"
"1994","Canada","","12-14 years","Both sexes","High blood pressure, not stated","Percent","Percent","239","units ","0","v4009560","1.3.1.4.5","","F","","","1"
"1994","Canada","","12-14 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4009561","1.3.1.4.6","","F","","","1"
"1994","Canada","","12-14 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4009562","1.3.1.4.7","","F","","","1"
"1994","Canada","","12-14 years","Both sexes","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4009563","1.3.1.4.8","","F","","","1"
"1994","Canada","","12-14 years","Males","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1889127","1.3.2.1.1","705741","","","","0"
"1994","Canada","","12-14 years","Males","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889128","1.3.2.1.2","622691","","","","0"
"1994","Canada","","12-14 years","Males","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889129","1.3.2.1.3","788791","","","","0"
"1994","Canada","","12-14 years","Males","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4009567","1.3.2.1.4","6.0","","","","1"
"1994","Canada","","12-14 years","Males","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4009568","1.3.2.1.5","100.0","","","","1"
"1994","Canada","","12-14 years","Males","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4009569","1.3.2.1.6","100.0","","","","1"
